"","year_month","Closing.Price..USD.","Unemployment.Rate....","CPI","Median.Household.Income..USD.","Median.Housing.Price..USD."
"1",1927-12-01,17.6599998474121,NA,NA,NA,NA
"2",1928-01-01,17.5199998219808,NA,NA,NA,NA
"3",1928-02-01,17.3242107190584,NA,NA,NA,NA
"4",1928-03-01,18.2331817800348,NA,NA,NA,NA
"5",1928-04-01,19.3710000038147,NA,NA,NA,NA
"6",1928-05-01,20.0040909160267,NA,NA,NA,NA
"7",1928-06-01,18.9852380298433,NA,NA,NA,NA
"8",1928-07-01,19.1557143075126,NA,NA,NA,NA
"9",1928-08-01,19.7934783437978,NA,NA,NA,NA
"10",1928-09-01,21.173157742149,NA,NA,NA,NA
"11",1928-10-01,21.6004545905373,NA,NA,NA,NA
"12",1928-11-01,23.0990000724792,NA,NA,NA,NA
"13",1928-12-01,23.1445000648499,NA,NA,NA,NA
"14",1929-01-01,24.8650001179088,NA,NA,NA,NA
"15",1929-02-01,24.9927778244019,NA,NA,NA,NA
"16",1929-03-01,25.4005000114441,NA,NA,NA,NA
"17",1929-04-01,25.2686362700029,NA,NA,NA,NA
"18",1929-05-01,25.609545621005,NA,NA,NA,NA
"19",1929-06-01,26.1465001106262,NA,NA,NA,NA
"20",1929-07-01,28.4609091498635,NA,NA,NA,NA
"21",1929-08-01,30.1190908605402,NA,NA,NA,NA
"22",1929-09-01,31.304499912262,NA,NA,NA,NA
"23",1929-10-01,27.991304397583,NA,NA,NA,NA
"24",1929-11-01,20.5817648943733,NA,NA,NA,NA
"25",1929-12-01,21.3885714213053,NA,NA,NA,NA
"26",1930-01-01,21.7163636467674,NA,NA,NA,NA
"27",1930-02-01,23.0763158296284,NA,NA,NA,NA
"28",1930-03-01,23.909047807966,NA,NA,NA,NA
"29",1930-04-01,25.430952435448,NA,NA,NA,NA
"30",1930-05-01,23.9547618684314,NA,NA,NA,NA
"31",1930-06-01,21.6004762195406,NA,NA,NA,NA
"32",1930-07-01,21.018181627447,NA,NA,NA,NA
"33",1930-08-01,20.800476255871,NA,NA,NA,NA
"34",1930-09-01,20.770000003633,NA,NA,NA,NA
"35",1930-10-01,17.9295454892245,NA,NA,NA,NA
"36",1930-11-01,16.5883332358466,NA,NA,NA,NA
"37",1930-12-01,15.545909057964,NA,NA,NA,NA
"38",1931-01-01,15.9209522973923,NA,NA,NA,NA
"39",1931-02-01,17.1633332570394,NA,NA,NA,NA
"40",1931-03-01,17.5381818251176,NA,NA,NA,NA
"41",1931-04-01,15.8300000145322,NA,NA,NA,NA
"42",1931-05-01,14.2866665976388,NA,NA,NA,NA
"43",1931-06-01,13.8368181748824,NA,NA,NA,NA
"44",1931-07-01,14.3473912943964,NA,NA,NA,NA
"45",1931-08-01,13.8866667520432,NA,NA,NA,NA
"46",1931-09-01,11.8900000708444,NA,NA,NA,NA
"47",1931-10-01,10.2190475463867,NA,NA,NA,NA
"48",1931-11-01,10.4247368260434,NA,NA,NA,NA
"49",1931-12-01,8.4127273126082,NA,NA,NA,NA
"50",1932-01-01,8.32549996376038,NA,NA,NA,NA
"51",1932-02-01,8.20210532138222,NA,NA,NA,NA
"52",1932-03-01,8.25045462088151,NA,NA,NA,NA
"53",1932-04-01,6.26952384767078,NA,NA,NA,NA
"54",1932-05-01,5.52238094239008,NA,NA,NA,NA
"55",1932-06-01,4.74500001560558,NA,NA,NA,NA
"56",1932-07-01,4.97449998855591,NA,NA,NA,NA
"57",1932-08-01,7.51608699301015,NA,NA,NA,NA
"58",1932-09-01,8.22047624133882,NA,NA,NA,NA
"59",1932-10-01,7.10550005435944,NA,NA,NA,NA
"60",1932-11-01,7.01950001716614,NA,NA,NA,NA
"61",1932-12-01,6.82428571156093,NA,NA,NA,NA
"62",1933-01-01,7.08809525626046,NA,NA,NA,NA
"63",1933-02-01,6.25000005298191,NA,NA,NA,NA
"64",1933-03-01,6.2012500166893,NA,NA,NA,NA
"65",1933-04-01,6.87052628868505,NA,NA,NA,NA
"66",1933-05-01,8.86909086054022,NA,NA,NA,NA
"67",1933-06-01,10.4227273247459,NA,NA,NA,NA
"68",1933-07-01,11.2385000228882,NA,NA,NA,NA
"69",1933-08-01,10.671304371046,NA,NA,NA,NA
"70",1933-09-01,10.5969999313354,NA,NA,NA,NA
"71",1933-10-01,9.55714280264718,NA,NA,NA,NA
"72",1933-11-01,9.76399998664856,NA,NA,NA,NA
"73",1933-12-01,9.96399993896483,NA,NA,NA,NA
"74",1934-01-01,10.5599999861284,NA,NA,NA,NA
"75",1934-02-01,11.3227778010898,NA,NA,NA,NA
"76",1934-03-01,10.7257142748151,NA,NA,NA,NA
"77",1934-04-01,10.9128571010771,NA,NA,NA,NA
"78",1934-05-01,9.81545456972989,NA,NA,NA,NA
"79",1934-06-01,9.94142850240071,NA,NA,NA,NA
"80",1934-07-01,9.45904758998326,NA,NA,NA,NA
"81",1934-08-01,9.1026087221892,NA,NA,NA,NA
"82",1934-09-01,8.86315797504626,NA,NA,NA,NA
"83",1934-10-01,8.9495454268022,NA,NA,NA,NA
"84",1934-11-01,9.19263172149658,NA,NA,NA,NA
"85",1934-12-01,9.24849996566773,NA,NA,NA,NA
"86",1935-01-01,9.2486363324252,NA,NA,NA,NA
"87",1935-02-01,8.97166675991482,NA,NA,NA,NA
"88",1935-03-01,8.39142858414423,NA,NA,NA,NA
"89",1935-04-01,8.97476178123837,NA,NA,NA,NA
"90",1935-05-01,9.70772725885564,NA,NA,NA,NA
"91",1935-06-01,10.1219999313354,NA,NA,NA,NA
"92",1935-07-01,10.653636412187,NA,NA,NA,NA
"93",1935-08-01,11.3195454857566,NA,NA,NA,NA
"94",1935-09-01,11.6050000190735,NA,NA,NA,NA
"95",1935-10-01,11.8973913192749,NA,NA,NA,NA
"96",1935-11-01,13.0461111068726,NA,NA,NA,NA
"97",1935-12-01,13.0723809741792,NA,NA,NA,NA
"98",1936-01-01,13.7695455117659,NA,NA,NA,NA
"99",1936-02-01,14.5678947348344,NA,NA,NA,NA
"100",1936-03-01,14.859090978449,NA,NA,NA,NA
"101",1936-04-01,14.8457142966134,NA,NA,NA,NA
"102",1936-05-01,14.0885713668097,NA,NA,NA,NA
"103",1936-06-01,14.6936364173889,NA,NA,NA,NA
"104",1936-07-01,15.5339131562606,NA,NA,NA,NA
"105",1936-08-01,15.8666667029971,NA,NA,NA,NA
"106",1936-09-01,16.0104762031918,NA,NA,NA,NA
"107",1936-10-01,16.8680953979492,NA,NA,NA,NA
"108",1936-11-01,17.3522221247355,NA,NA,NA,NA
"109",1936-12-01,17.0690909298983,NA,NA,NA,NA
"110",1937-01-01,17.5789999961853,NA,NA,NA,NA
"111",1937-02-01,18.0905554029677,NA,NA,NA,NA
"112",1937-03-01,18.0913635600697,NA,NA,NA,NA
"113",1937-04-01,17.0018181367354,NA,NA,NA,NA
"114",1937-05-01,16.2349999904633,NA,NA,NA,NA
"115",1937-06-01,15.640454639088,NA,NA,NA,NA
"116",1937-07-01,16.5423810141427,NA,NA,NA,NA
"117",1937-08-01,16.74000007456,NA,NA,NA,NA
"118",1937-09-01,14.377618925912,NA,NA,NA,NA
"119",1937-10-01,12.2535001754761,NA,NA,NA,NA
"120",1937-11-01,11.1852631819876,NA,NA,NA,NA
"121",1937-12-01,10.9921739827032,NA,NA,NA,NA
"122",1938-01-01,11.3133332842872,NA,NA,NA,NA
"123",1938-02-01,11.0147369284379,NA,NA,NA,NA
"124",1938-03-01,10.3073913325434,NA,NA,NA,NA
"125",1938-04-01,9.84999995231628,NA,NA,NA,NA
"126",1938-05-01,9.9695239294143,NA,NA,NA,NA
"127",1938-06-01,10.2290908640081,NA,NA,NA,NA
"128",1938-07-01,12.2344999790192,NA,NA,NA,NA
"129",1938-08-01,12.2986957301264,NA,NA,NA,NA
"130",1938-09-01,11.7638095674061,NA,NA,NA,NA
"131",1938-10-01,13.1094999790192,NA,NA,NA,NA
"132",1938-11-01,13.0547368902909,NA,NA,NA,NA
"133",1938-12-01,12.6757142657325,NA,NA,NA,NA
"134",1939-01-01,12.5095237550281,NA,NA,NA,NA
"135",1939-02-01,12.3788887659709,NA,NA,NA,NA
"136",1939-03-01,12.3665217109348,NA,NA,NA,NA
"137",1939-04-01,10.8205263238204,NA,NA,NA,NA
"138",1939-05-01,11.2227272120389,NA,NA,NA,NA
"139",1939-06-01,11.4150000052019,NA,NA,NA,NA
"140",1939-07-01,11.7310000896454,NA,NA,NA,NA
"141",1939-08-01,11.5330434052841,NA,NA,NA,NA
"142",1939-09-01,12.8074999332428,NA,NA,NA,NA
"143",1939-10-01,12.9042857033866,NA,NA,NA,NA
"144",1939-11-01,12.6569999694824,NA,NA,NA,NA
"145",1939-12-01,12.3574999332428,NA,NA,NA,NA
"146",1940-01-01,12.3077272501859,NA,NA,NA,NA
"147",1940-02-01,12.2210526215403,NA,NA,NA,NA
"148",1940-03-01,12.1490000724793,NA,NA,NA,NA
"149",1940-04-01,12.265909021551,NA,NA,NA,NA
"150",1940-05-01,10.5522727099332,NA,NA,NA,NA
"151",1940-06-01,9.66299996376037,NA,NA,NA,NA
"152",1940-07-01,9.99590908397328,NA,NA,NA,NA
"153",1940-08-01,10.1822726509788,NA,NA,NA,NA
"154",1940-09-01,10.6320000648499,NA,NA,NA,NA
"155",1940-10-01,10.7243477779886,NA,NA,NA,NA
"156",1940-11-01,10.9800000190735,NA,NA,NA,NA
"157",1940-12-01,10.5314284279233,NA,NA,NA,NA
"158",1941-01-01,10.5386363809759,NA,NA,NA,NA
"159",1941-02-01,9.88210522501092,NA,NA,NA,NA
"160",1941-03-01,9.95571436200823,NA,NA,NA,NA
"161",1941-04-01,9.6409523827689,NA,NA,NA,NA
"162",1941-05-01,9.42904767535981,NA,NA,NA,NA
"163",1941-06-01,9.7595238004412,NA,NA,NA,NA
"164",1941-07-01,10.2713636051525,NA,NA,NA,NA
"165",1941-08-01,10.2161904743739,NA,NA,NA,NA
"166",1941-09-01,10.2447618302845,NA,NA,NA,NA
"167",1941-10-01,9.81045454198664,NA,NA,NA,NA
"168",1941-11-01,9.36705886616426,NA,NA,NA,NA
"169",1941-12-01,8.75681807778098,NA,NA,NA,NA
"170",1942-01-01,8.93571444920131,NA,NA,NA,NA
"171",1942-02-01,8.6538889143202,NA,NA,NA,NA
"172",1942-03-01,8.18909094550393,NA,NA,NA,NA
"173",1942-04-01,7.83523804800851,NA,NA,NA,NA
"174",1942-05-01,7.92904762994675,NA,NA,NA,NA
"175",1942-06-01,8.32499998266047,NA,NA,NA,NA
"176",1942-07-01,8.63565212747325,NA,NA,NA,NA
"177",1942-08-01,8.59047608148484,NA,NA,NA,NA
"178",1942-09-01,8.6828571955363,NA,NA,NA,NA
"179",1942-10-01,9.3138096673148,NA,NA,NA,NA
"180",1942-11-01,9.4572220908271,NA,NA,NA,NA
"181",1942-12-01,9.51818180084229,NA,NA,NA,NA
"182",1943-01-01,10.089000082016,NA,NA,NA,NA
"183",1943-02-01,10.6783334414164,NA,NA,NA,NA
"184",1943-03-01,11.0652173913043,NA,NA,NA,NA
"185",1943-04-01,11.450952348255,NA,NA,NA,NA
"186",1943-05-01,11.8940000534058,NA,NA,NA,NA
"187",1943-06-01,12.0849999947981,NA,NA,NA,NA
"188",1943-07-01,12.3609524227324,NA,NA,NA,NA
"189",1943-08-01,11.7390910061923,NA,NA,NA,NA
"190",1943-09-01,11.986190478007,NA,NA,NA,NA
"191",1943-10-01,11.8690000534058,NA,NA,NA,NA
"192",1943-11-01,11.332105285243,NA,NA,NA,NA
"193",1943-12-01,11.4804347079733,NA,NA,NA,NA
"194",1944-01-01,11.84809530349,NA,NA,NA,NA
"195",1944-02-01,11.7664999961853,NA,NA,NA,NA
"196",1944-03-01,12.0960869581803,NA,NA,NA,NA
"197",1944-04-01,11.8784209803531,NA,NA,NA,NA
"198",1944-05-01,12.1009091463956,NA,NA,NA,NA
"199",1944-06-01,12.6781817783009,NA,NA,NA,NA
"200",1944-07-01,13.0080000400543,NA,NA,NA,NA
"201",1944-08-01,12.8199999436088,NA,NA,NA,NA
"202",1944-09-01,12.5969998836517,NA,NA,NA,NA
"203",1944-10-01,12.8952381497338,NA,NA,NA,NA
"204",1944-11-01,12.8219999790192,NA,NA,NA,NA
"205",1944-12-01,13.085000038147,NA,NA,NA,NA
"206",1945-01-01,13.4854545593262,NA,NA,NA,NA
"207",1945-02-01,13.9461110962762,NA,NA,NA,NA
"208",1945-03-01,13.9371427808489,NA,NA,NA,NA
"209",1945-04-01,14.2657143729074,NA,NA,NA,NA
"210",1945-05-01,14.8136363896457,NA,NA,NA,NA
"211",1945-06-01,15.0866667429606,NA,NA,NA,NA
"212",1945-07-01,14.7814285641625,NA,NA,NA,NA
"213",1945-08-01,14.8257143838065,NA,NA,NA,NA
"214",1945-09-01,15.8357893793206,NA,NA,NA,NA
"215",1945-10-01,16.4936361312866,NA,NA,NA,NA
"216",1945-11-01,17.0400003132067,NA,NA,NA,NA
"217",1945-12-01,17.3194738689222,NA,NA,NA,NA
"218",1946-01-01,18.0413636294278,NA,NA,NA,NA
"219",1946-02-01,17.9844444062975,NA,NA,NA,NA
"220",1946-03-01,17.5219048999605,NA,NA,NA,NA
"221",1946-04-01,18.6514285859608,NA,NA,NA,NA
"222",1946-05-01,18.7122728174383,NA,NA,NA,NA
"223",1946-06-01,18.5804999351501,NA,NA,NA,NA
"224",1946-07-01,18.053636377508,NA,NA,NA,NA
"225",1946-08-01,17.7027272311124,NA,NA,NA,NA
"226",1946-09-01,15.0670000553131,NA,NA,NA,NA
"227",1946-10-01,14.7473913275677,NA,NA,NA,NA
"228",1946-11-01,14.6677778032091,NA,NA,NA,NA
"229",1946-12-01,15.1209522883097,NA,NA,NA,NA
"230",1947-01-01,15.2159090475603,NA,NA,NA,NA
"231",1947-02-01,15.780526311774,NA,NA,NA,NA
"232",1947-03-01,15.1561904180618,NA,NA,NA,NA
"233",1947-04-01,14.6019047782535,NA,NA,NA,NA
"234",1947-05-01,14.3228571301415,NA,NA,NA,NA
"235",1947-06-01,14.8428571337745,NA,NA,NA,NA
"236",1947-07-01,15.7677273750305,NA,NA,NA,NA
"237",1947-08-01,15.4566667193458,NA,NA,NA,NA
"238",1947-09-01,15.0633333297003,NA,NA,NA,NA
"239",1947-10-01,15.4495453834534,NA,NA,NA,NA
"240",1947-11-01,15.270588201635,NA,NA,NA,NA
"241",1947-12-01,15.0318181297996,NA,NA,NA,NA
"242",1948-01-01,14.8323808851696,3.4,NA,NA,NA
"243",1948-02-01,14.0966667069329,3.8,NA,NA,NA
"244",1948-03-01,14.2845453349027,4,NA,NA,NA
"245",1948-04-01,15.3990908969532,3.9,NA,NA,NA
"246",1948-05-01,16.1715001583099,3.5,NA,NA,NA
"247",1948-06-01,16.8245454268022,3.6,NA,NA,NA
"248",1948-07-01,16.4214286804199,3.6,NA,NA,NA
"249",1948-08-01,15.9395455013622,3.9,NA,NA,NA
"250",1948-09-01,15.757619040353,3.8,NA,NA,NA
"251",1948-10-01,16.1870000839233,3.7,NA,NA,NA
"252",1948-11-01,15.3068422016345,3.8,NA,NA,NA
"253",1948-12-01,15.1834781480872,4,NA,NA,NA
"254",1949-01-01,15.3247618902297,4.3,NA,NA,NA
"255",1949-02-01,14.7815789172524,4.7,NA,NA,NA
"256",1949-03-01,14.9108695983887,5,NA,NA,NA
"257",1949-04-01,14.8900000095367,5.3,NA,NA,NA
"258",1949-05-01,14.766666730245,6.1,NA,NA,NA
"259",1949-06-01,13.9668182459745,6.2,NA,NA,NA
"260",1949-07-01,14.7620000839233,6.7,NA,NA,NA
"261",1949-08-01,15.2878260819808,6.8,NA,NA,NA
"262",1949-09-01,15.4866665431431,6.6,NA,NA,NA
"263",1949-10-01,15.8950000286102,7.9,NA,NA,NA
"264",1949-11-01,16.0984210466084,6.4,NA,NA,NA
"265",1949-12-01,16.5395238058908,6.6,NA,NA,NA
"266",1950-01-01,16.875714347476,6.5,NA,NA,NA
"267",1950-02-01,17.192777633667,6.4,NA,NA,NA
"268",1950-03-01,17.3465218751327,6.3,NA,NA,NA
"269",1950-04-01,17.8452630293997,5.8,NA,NA,NA
"270",1950-05-01,18.4345456903631,5.5,NA,NA,NA
"271",1950-06-01,18.736818226901,5.4,NA,NA,NA
"272",1950-07-01,17.3840001106262,5,NA,NA,NA
"273",1950-08-01,18.4330437701681,4.5,NA,NA,NA
"274",1950-09-01,19.0845002174377,4.4,NA,NA,NA
"275",1950-10-01,19.8595238640195,4.2,NA,NA,NA
"276",1950-11-01,19.7985000610352,4.2,NA,NA,NA
"277",1950-12-01,19.7454998016357,4.3,NA,NA,NA
"278",1951-01-01,21.2045456279408,3.7,NA,NA,NA
"279",1951-02-01,21.9788890414768,3.4,NA,NA,NA
"280",1951-03-01,21.6176192874,3.4,NA,NA,NA
"281",1951-04-01,21.8847618103027,3.1,NA,NA,NA
"282",1951-05-01,21.9381818771362,3,NA,NA,NA
"283",1951-06-01,21.5461904434931,3.2,NA,NA,NA
"284",1951-07-01,21.9319044748942,3.1,NA,NA,NA
"285",1951-08-01,22.8921740988026,3.1,NA,NA,NA
"286",1951-09-01,23.4842105664705,3.3,NA,NA,NA
"287",1951-10-01,23.3677273663608,3.5,NA,NA,NA
"288",1951-11-01,22.713684182418,3.5,NA,NA,NA
"289",1951-12-01,23.4215000152588,3.1,NA,NA,NA
"290",1952-01-01,24.1813634525646,3.2,NA,NA,NA
"291",1952-02-01,23.6989476053338,3.1,NA,NA,NA
"292",1952-03-01,23.8100001925514,2.9,NA,NA,NA
"293",1952-04-01,23.7319048926944,2.9,NA,NA,NA
"294",1952-05-01,23.7328572046189,3,NA,NA,NA
"295",1952-06-01,24.3809523809524,3,NA,NA,NA
"296",1952-07-01,25.0795454545455,3.2,NA,NA,NA
"297",1952-08-01,25.1823811304002,3.4,NA,NA,NA
"298",1952-09-01,24.7819048563639,3.1,NA,NA,NA
"299",1952-10-01,24.2559089660645,3,NA,NA,NA
"300",1952-11-01,25.0294118769029,2.8,NA,NA,NA
"301",1952-12-01,26.0395454926924,2.7,NA,NA,NA
"302",1953-01-01,26.1800000326974,2.9,NA,NA,NA
"303",1953-02-01,25.8977777693007,2.6,NA,NA,NA
"304",1953-03-01,25.9922728972002,2.6,NA,NA,NA
"305",1953-04-01,24.7123809996105,2.7,NA,NA,NA
"306",1953-05-01,24.8371428535098,2.5,NA,NA,NA
"307",1953-06-01,23.9518182060935,2.5,NA,NA,NA
"308",1953-07-01,24.2947825556216,2.6,NA,NA,NA
"309",1953-08-01,24.3895239148821,2.7,NA,NA,NA
"310",1953-09-01,23.2690475100563,2.9,NA,NA,NA
"311",1953-10-01,23.9666667211623,3.1,NA,NA,NA
"312",1953-11-01,24.500555674235,3.5,NA,NA,NA
"313",1953-12-01,24.8272727619518,4.5,NA,NA,NA
"314",1954-01-01,25.4615001678467,4.9,NA,NA,NA
"315",1954-02-01,26.0184210727089,5.2,NA,NA,NA
"316",1954-03-01,26.5717391967773,5.7,NA,NA,NA
"317",1954-04-01,27.615238008045,5.9,NA,NA,NA
"318",1954-05-01,28.7344999313354,5.9,NA,NA,NA
"319",1954-06-01,28.9609091498635,5.6,NA,NA,NA
"320",1954-07-01,30.1266667502267,5.8,NA,NA,NA
"321",1954-08-01,30.7295454198664,6,NA,NA,NA
"322",1954-09-01,31.4547620500837,6.1,NA,NA,NA
"323",1954-10-01,32.1766664414179,5.7,NA,NA,NA
"324",1954-11-01,33.4420003890991,5.3,NA,NA,NA
"325",1954-12-01,35.0081820054488,5,NA,NA,NA
"326",1955-01-01,35.596190679641,4.9,NA,NA,NA
"327",1955-02-01,36.7910523665579,4.7,NA,NA,NA
"328",1955-03-01,36.5008697509766,4.6,NA,NA,NA
"329",1955-04-01,37.7549999237061,4.7,NA,NA,NA
"330",1955-05-01,37.6028569539388,4.3,NA,NA,NA
"331",1955-06-01,39.8749993064187,4.2,NA,NA,NA
"332",1955-07-01,42.6920000076294,4,NA,NA,NA
"333",1955-08-01,42.4300001393194,4.2,NA,NA,NA
"334",1955-09-01,44.3414284842355,4.1,NA,NA,NA
"335",1955-10-01,42.1233337039039,4.3,NA,NA,NA
"336",1955-11-01,44.9470003128052,4.2,NA,NA,NA
"337",1955-12-01,45.3904762268066,4.2,NA,NA,NA
"338",1956-01-01,44.1452380589076,4,NA,NA,NA
"339",1956-02-01,44.4300001144409,3.9,NA,NA,NA
"340",1956-03-01,47.4871430169968,4.2,NA,NA,NA
"341",1956-04-01,48.0519049508231,4,NA,NA,NA
"342",1956-05-01,46.5372723666105,4.3,NA,NA,NA
"343",1956-06-01,46.2685715811593,4.3,NA,NA,NA
"344",1956-07-01,48.7780954270136,4.4,NA,NA,NA
"345",1956-08-01,48.4613042085067,4.1,NA,NA,NA
"346",1956-09-01,46.7868421454179,3.9,NA,NA,NA
"347",1956-10-01,46.2430436507515,3.9,NA,NA,NA
"348",1956-11-01,45.7585000991821,4.3,NA,NA,NA
"349",1956-12-01,46.4436842265882,4.2,NA,NA,NA
"350",1957-01-01,45.4249999306419,4.2,NA,NA,NA
"351",1957-02-01,43.4663156208239,3.9,NA,NA,NA
"352",1957-03-01,44.0261906215123,3.7,NA,NA,NA
"353",1957-04-01,45.0471431187221,3.9,NA,NA,NA
"354",1957-05-01,46.7795456972989,4.1,NA,NA,NA
"355",1957-06-01,47.5989999771118,4.3,NA,NA,NA
"356",1957-07-01,48.5168186534535,4.2,NA,NA,NA
"357",1957-08-01,45.8349999514493,4.1,NA,NA,NA
"358",1957-09-01,44.010499382019,4.4,NA,NA,NA
"359",1957-10-01,41.2356522601584,4.5,NA,NA,NA
"360",1957-11-01,40.3473679391961,5.1,NA,NA,NA
"361",1957-12-01,40.3257141113281,5.2,NA,NA,NA
"362",1958-01-01,41.1227274808017,5.8,NA,NA,NA
"363",1958-02-01,41.2614999771118,6.4,NA,NA,NA
"364",1958-03-01,42.1085711887905,6.7,NA,NA,NA
"365",1958-04-01,42.3352381388346,7.4,NA,NA,NA
"366",1958-05-01,43.7076188950312,7.4,NA,NA,NA
"367",1958-06-01,44.7385715302967,7.3,NA,NA,NA
"368",1958-07-01,45.9750002080744,7.5,NA,NA,NA
"369",1958-08-01,47.7014287312825,7.4,NA,NA,NA
"370",1958-09-01,48.9742856706892,7.1,NA,NA,NA
"371",1958-10-01,50.9599999137547,6.7,NA,NA,NA
"372",1958-11-01,52.5405557420519,6.2,NA,NA,NA
"373",1958-12-01,53.485713777088,6.2,NA,NA,NA
"374",1959-01-01,55.620476495652,6,NA,NA,NA
"375",1959-02-01,54.7884210285387,5.9,NA,NA,NA
"376",1959-03-01,56.1480949038551,5.6,NA,NA,NA
"377",1959-04-01,57.0986355868253,5.2,NA,NA,NA
"378",1959-05-01,57.9923811412993,5.1,NA,NA,NA
"379",1959-06-01,57.4604545940052,5,NA,NA,NA
"380",1959-07-01,59.7359088550914,5.1,NA,NA,NA
"381",1959-08-01,59.4009522937593,5.2,NA,NA,NA
"382",1959-09-01,57.0595238095238,5.5,NA,NA,NA
"383",1959-10-01,57.0018178766424,5.7,NA,NA,NA
"384",1959-11-01,57.2331577100252,5.8,NA,NA,NA
"385",1959-12-01,59.0549999583851,5.3,NA,NA,NA
"386",1960-01-01,58.0290002822876,5.2,NA,NA,NA
"387",1960-02-01,55.7749998092651,4.8,NA,NA,NA
"388",1960-03-01,55.0152174908182,5.4,NA,NA,NA
"389",1960-04-01,55.6999998092651,5.2,NA,NA,NA
"390",1960-05-01,55.2152379353841,5.1,NA,NA,NA
"391",1960-06-01,57.2631816864014,5.4,NA,NA,NA
"392",1960-07-01,55.8399997711182,5.5,NA,NA,NA
"393",1960-08-01,56.5052171790081,5.6,NA,NA,NA
"394",1960-09-01,54.802857535226,5.5,NA,NA,NA
"395",1960-10-01,53.7433335440499,6.1,NA,NA,NA
"396",1960-11-01,55.4850002288818,6.1,NA,NA,NA
"397",1960-12-01,56.8000001453218,6.6,NA,NA,NA
"398",1961-01-01,59.7261906578427,6.6,NA,NA,NA
"399",1961-02-01,62.1726313139263,6.9,NA,NA,NA
"400",1961-03-01,64.08909034729,6.9,NA,NA,NA
"401",1961-04-01,65.9340000152588,7,NA,NA,NA
"402",1961-05-01,66.4990477789016,7.1,NA,NA,NA
"403",1961-06-01,65.5750007629394,6.9,NA,NA,NA
"404",1961-07-01,65.4384998321533,7,NA,NA,NA
"405",1961-08-01,67.7895653766134,6.6,NA,NA,NA
"406",1961-09-01,67.2279998779297,6.7,NA,NA,NA
"407",1961-10-01,67.9290906732733,6.5,NA,NA,NA
"408",1961-11-01,71.0764999389648,6.1,NA,NA,NA
"409",1961-12-01,71.7410007476807,6,NA,NA,NA
"410",1962-01-01,69.0677271756259,5.8,NA,NA,NA
"411",1962-02-01,70.2215788991828,5.5,NA,NA,NA
"412",1962-03-01,70.2918187921697,5.6,NA,NA,NA
"413",1962-04-01,68.0574996948242,5.6,NA,NA,NA
"414",1962-05-01,62.9945449829102,5.5,NA,NA,NA
"415",1962-06-01,55.6285716465541,5.5,NA,NA,NA
"416",1962-07-01,56.9695240202404,5.4,NA,NA,NA
"417",1962-08-01,58.5273910190748,5.7,NA,NA,NA
"418",1962-09-01,57.9978950902035,5.6,NA,NA,NA
"419",1962-10-01,56.1682611548382,5.4,NA,NA,NA
"420",1962-11-01,60.0434997558594,5.7,NA,NA,NA
"421",1962-12-01,62.6144998550415,5.5,NA,NA,NA
"422",1963-01-01,65.0622719851407,5.7,NA,NA,17800
"423",1963-02-01,65.9226315146998,5.9,NA,NA,NA
"424",1963-03-01,65.672857375372,5.7,NA,NA,NA
"425",1963-04-01,68.7590470086961,5.7,NA,NA,18000
"426",1963-05-01,70.1386365023526,5.9,NA,NA,NA
"427",1963-06-01,70.1090003967285,5.6,NA,NA,NA
"428",1963-07-01,69.0722725608132,5.6,NA,NA,17900
"429",1963-08-01,70.9804545315829,5.4,NA,NA,NA
"430",1963-09-01,72.8494998931885,5.5,NA,NA,NA
"431",1963-10-01,73.0204351673956,5.5,NA,NA,18500
"432",1963-11-01,72.62388865153,5.7,NA,NA,NA
"433",1963-12-01,74.1738095964704,5.5,NA,NA,NA
"434",1964-01-01,76.4522725885565,5.6,NA,NA,18500
"435",1964-02-01,77.3900009958368,5.4,NA,NA,NA
"436",1964-03-01,78.7995238531203,5.4,NA,NA,NA
"437",1964-04-01,79.9368168223988,5.3,NA,NA,18900
"438",1964-05-01,80.7325008392334,5.1,NA,NA,NA
"439",1964-06-01,80.2427267594771,5.2,NA,NA,NA
"440",1964-07-01,83.2222723527388,4.9,NA,NA,18900
